chunk,StateName,Crop,DistrictName,Year,Month,Day,Category,QueryType,Season,Sector
asked about control for bph recommended to spray acephate 15grlitre,Andhra Pradesh,9999,Krishna,2009,4,5,0,9999,Rabi,9999
asked about control for bph recommended to spray acephate 15grlitre,Andhra Pradesh,9999,Krishna,2009,4,5,0,9999,Rabi,9999
asked about control of bph in paddy recommended to spray acephate 15gm1l water,Andhra Pradesh,9999,Krishna,2009,4,6,0,9999,Rabi,9999
asked about control of bph in paddy recommended to spray acephate 15gm1l water,Andhra Pradesh,9999,Krishna,2009,4,6,0,9999,Rabi,9999
asked about control for stem borer damage recommended to spray cartop hydrochloride 2grlitre,Andhra Pradesh,9999,Krishna,2009,4,6,0,9999,Rabi,9999
asked about control for stem borer damage recommended to spray cartop hydrochloride 2grlitre,Andhra Pradesh,9999,Krishna,2009,4,6,0,9999,Rabi,9999
asked about national egg corporation necinformation given information given ph no 040 2455324,Andhra Pradesh,9999,Krishna,2009,4,7,0,9999,Rabi,9999
asked about national egg corporation necinformation given information given ph no 040 2455324,Andhra Pradesh,9999,Krishna,2009,4,7,0,9999,Rabi,9999
asked about varieties recommended to choose mahico hybrids,Andhra Pradesh,9999,Krishna,2009,4,7,0,9999,Rabi,9999
asked about varieties recommended to choose mahico hybrids,Andhra Pradesh,9999,Krishna,2009,4,7,0,9999,Rabi,9999
asked about control for sucking pests recommended to spray imidachlopride 06mllitre,Andhra Pradesh,9999,Krishna,2009,4,7,0,9999,Rabi,9999
asked about control for sucking pests recommended to spray imidachlopride 06mllitre,Andhra Pradesh,9999,Krishna,2009,4,7,0,9999,Rabi,9999
asked about control of fruit dropping in mango recommended to spray planofix 25ml10l water,Andhra Pradesh,1268,Krishna,2009,4,8,0,2,Rabi,Horticulture
asked about control of fruit dropping in mango recommended to spray planofix 25ml10l water,Andhra Pradesh,1268,Krishna,2009,4,8,0,2,Rabi,Horticulture
asked about control for leaf spots recommended to spray bavistin 1grlitre,Andhra Pradesh,9999,Krishna,2009,4,10,0,9999,Rabi,9999
asked about control for leaf spots recommended to spray bavistin 1grlitre,Andhra Pradesh,9999,Krishna,2009,4,10,0,9999,Rabi,9999
asked about control for rice blast recommended to spray tricyclozole 120grlitre,Andhra Pradesh,1137,Krishna,2009,4,10,0,2,Rabi,Agriculture
asked about control for rice blast recommended to spray tricyclozole 120grlitre,Andhra Pradesh,1137,Krishna,2009,4,10,0,2,Rabi,Agriculture
asked about control for dampingoff recommended to spray coc 3grlitre,Andhra Pradesh,9999,Krishna,2009,4,15,0,9999,Rabi,9999
asked about control for dampingoff recommended to spray coc 3grlitre,Andhra Pradesh,9999,Krishna,2009,4,15,0,9999,Rabi,9999
asked about the control of anthracnose recommended to spray copper oxy chloride 3gmltr,Andhra Pradesh,9999,Krishna,2009,4,15,0,9999,Rabi,9999
asked about the control of anthracnose recommended to spray copper oxy chloride 3gmltr,Andhra Pradesh,9999,Krishna,2009,4,15,0,9999,Rabi,9999
leaf of paddy turn reddish color recommanded to apply murate potash 10kgacre,Andhra Pradesh,9999,Krishna,2009,4,16,0,9999,Kharif,9999
leaf folder in lemona recommanded to spray fepronil2mllit water,Andhra Pradesh,Lemon,Krishna,2009,4,16,0,29,Kharif,Horticulture
ask about blackgram varieties recommanded varieties t-9,Andhra Pradesh,1037,Krishna,2009,4,17,0,5,Kharif,Agriculture
market information regarding black grampaddy paddybpt-700-820 rsquintalblackgram3340-3500 rsquintal,Andhra Pradesh,1037,Krishna,2009,4,18,0,6,Kharif,Agriculture
pulses to be grown in summer blackgramgreengram,Andhra Pradesh,9999,Krishna,2009,4,18,0,9999,Kharif,9999
asked about market price of paddy price range 600 -640rsquintal,Andhra Pradesh,1137,Krishna,2009,4,19,0,29,Kharif,Agriculture
in paddy on leaves brown to black color streak lines later drying recommanded to spray cartaf2mllit water,Andhra Pradesh,9999,Krishna,2009,4,19,0,9999,Kharif,9999
asked about guava esc to atic,Andhra Pradesh,Guava,Krishna,2009,4,19,0,29,Kharif,Horticulture
sheath blight in paddy propiconozole 2mllt of water,Andhra Pradesh,9999,Krishna,2009,4,20,0,9999,Kharif,9999
asked about blast in paddy recommanded spray beem12grltr of water apply,Andhra Pradesh,9999,Krishna,2009,4,20,0,9999,Kharif,9999
asked about sesamum varieties and seed qtyac given varieties are yelamanchili 11 17 chandana swetathil and 2kg sowingac,Andhra Pradesh,Oil Palm,Krishna,2009,4,22,0,5,Kharif,Agriculture
mango fruit falling recommanded phospomida 2mllit water,Andhra Pradesh,1268,Krishna,2009,4,23,0,29,Kharif,Horticulture
leaves turn yellow in drum stick recommanded to apply urea100gm50gm potash,Andhra Pradesh,9999,Krishna,2009,4,23,0,9999,Kharif,9999
flies in bhendi recommanded to spray acepate2mllit water,Andhra Pradesh,9999,Krishna,2009,4,25,0,9999,Kharif,9999
asked about control of rice stem borer recommended to spray cartaphydrochloride 2gm lt,Andhra Pradesh,1137,Krishna,2009,4,25,0,3,Rabi,Agriculture
asked about fruit borrer in mango recommanded spray neem oil15mlltr of water along with surf powder,Andhra Pradesh,1268,Krishna,2009,4,26,0,29,Kharif,Horticulture
asked about marke tinformation about blackgrams given machilipatnam market prices available 3000 to 3100rsqtl,Andhra Pradesh,1037,Krishna,2009,4,26,0,6,Jayad,Agriculture
asked about variety of blackgram recommanded varities t-9teja,Andhra Pradesh,1037,Krishna,2009,4,26,0,5,Kharif,Agriculture
market information regarding black gram 3000-3100 rsquintal,Andhra Pradesh,1037,Krishna,2009,4,26,0,6,Kharif,Agriculture
asked about control for helicoverpa damage recommended to spray endosulfon 2mllitre,Andhra Pradesh,9999,Krishna,2009,4,27,0,9999,Rabi,9999
askerd about varieties in rice recommended given variety is improved sambamasuri,Andhra Pradesh,1137,Krishna,2009,4,28,0,5,Rabi,Agriculture
drying up of mango plant pour mancozeb 2gmlt of water at base of the plant,Andhra Pradesh,1268,Krishna,2009,4,29,0,2,Kharif,Horticulture
drying up of plant in citrus spray mancozeb 2gmlt of water,Andhra Pradesh,Citrus,Krishna,2009,4,29,0,2,Kharif,Horticulture
asked about flowering drop in mango recommanded spray planofix2ml10ltr of water apply,Andhra Pradesh,1268,Krishna,2009,4,30,0,29,Kharif,Horticulture
asked about control of rice blast recommended to spray beam 06 gm1l water,Andhra Pradesh,1137,Krishna,2009,5,1,0,2,Rabi,Agriculture
asked about control of stem borer in brinjal recommended to spray carbaril 3gm1l water,Andhra Pradesh,1279,Krishna,2009,5,1,0,29,Rabi,Horticulture
asked about control of mango fruit drop recommended to spray planophix 2ml10l,Andhra Pradesh,1268,Krishna,2009,5,1,0,2,Rabi,Horticulture
asked about the control of thrips recommended to spray acephate 15 gmltr,Andhra Pradesh,9999,Krishna,2009,5,2,0,9999,Rabi,9999
asked about control of stem borer in brinjal recommended to spray carbaril 3gm1l water,Andhra Pradesh,1279,Krishna,2009,5,2,0,29,Rabi,Horticulture
asked about the stem borer damage recommended to spray cartap hydro chloride 2gmltr,Andhra Pradesh,9999,Krishna,2009,5,3,0,9999,Rabi,9999
asked about control for sheath blight disease recommended to spray carbendazim or propiconazole 1grlitre,Andhra Pradesh,9999,Krishna,2009,5,5,0,9999,Rabi,9999
asked about control of fruit dropping in citrus recommended to spray planophix 25ml10l water,Andhra Pradesh,Citrus,Krishna,2009,5,5,0,2,Rabi,Horticulture
asked about market information of mango given asper data,Andhra Pradesh,1268,Krishna,2009,5,5,0,6,Rabi,Horticulture
asked about market information for mango given information rs 700900 per quintol,Andhra Pradesh,1268,Krishna,2009,5,6,0,6,Rabi,Horticulture
asked about control of rice blst recommended to spray tricyclozole 06gmlt,Andhra Pradesh,1137,Krishna,2009,5,9,0,2,Rabi,Agriculture
asked about the control of fruitlet drop recommended for the application of potash 25 kgplant and also 24d 45 mgltr,Andhra Pradesh,9999,Krishna,2009,5,12,0,9999,Rabi,9999
asked about control of fruit borer recommended to spray quinolphos 2mllt,Andhra Pradesh,9999,Krishna,2009,5,13,0,9999,Rabi,9999
asked about information on animal husbandry esc to ah,Andhra Pradesh,9999,Krishna,2009,5,15,0,9999,Rabi,9999
asked about the control of bph in paddy recommended to spray applaud1liter3acres,Andhra Pradesh,9999,Krishna,2009,5,15,0,9999,Rabi,9999
asked about varities of castor recommended varieties are kranthiharithadch-32177 are suitable,Andhra Pradesh,Castor Rehri Rendi Arandi,Krishna,2009,5,18,0,5,Rabi,Agriculture
asked about the control of bph in paddy recommended to spray applaud1liter3acres,Andhra Pradesh,9999,Krishna,2009,5,19,0,9999,Rabi,9999
asked about control of flower drop recommended to spray planofix 25gm10lt,Andhra Pradesh,9999,Krishna,2009,5,19,0,9999,Rabi,9999
asked about varieties recommended to choose mtu varieties,Andhra Pradesh,9999,Krishna,2009,5,21,0,9999,Rabi,9999
asked about the control of seed treatement recommended to apply 1gm carbendazim and 3gm mancozeb per kg seed,Andhra Pradesh,9999,Krishna,2009,5,23,0,9999,Rabi,9999
asked about the availability of improved samba masoori gave him the information provided,Andhra Pradesh,9999,Krishna,2009,5,23,0,9999,Rabi,9999
asked about the control of weeds recommended to spray pendimithalin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,5,23,0,9999,Rabi,9999
asked about control for weeds recommended to spray pendimethaline 13-16 litresacre,Andhra Pradesh,9999,Krishna,2009,5,25,0,9999,Rabi,9999
asked about the weather report informed as per the reports provided,Andhra Pradesh,9999,Krishna,2009,5,25,0,9999,Rabi,9999
asked about availability of seed esc to atic,Andhra Pradesh,9999,Krishna,2009,5,25,0,9999,Rabi,9999
asked abnout the control of fruit and shoot borer in brinjal recommended to spray monocrotophos2mlliter,Andhra Pradesh,1279,Krishna,2009,5,25,0,29,Rabi,Horticulture
asked about varieties which is suitable under rainfed conditions esc to atic,Andhra Pradesh,9999,Krishna,2009,5,25,0,9999,Rabi,9999
asked about the varities of brinjal recmmended varities are bagyamathigulabipusakranthi,Andhra Pradesh,1279,Krishna,2009,5,27,0,5,Rabi,Horticulture
asked about the control of red mites recommended to spray dicophal 5 mlltr,Andhra Pradesh,9999,Krishna,2009,5,27,0,9999,Rabi,9999
asked about the control of fruit rot in tamoto recommnded to spray mancozeb,Andhra Pradesh,9999,Krishna,2009,5,27,0,9999,Rabi,9999
asked about the characteritics of nlr-28523 in paddy given the data as per provided,Andhra Pradesh,9999,Krishna,2009,5,28,0,9999,Rabi,9999
asked about the weedicide recommended to srpay pendimithalin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,6,1,0,9999,Rabi,9999
asked about information on animal husbandry esc to ah,Andhra Pradesh,9999,Krishna,2009,6,1,0,9999,Rabi,9999
asked about the weedicide recommended to spray pendimithalin 15ltracre,Andhra Pradesh,9999,Krishna,2009,6,2,0,9999,Rabi,9999
asked about control for weeds recommended to spray pendimethaline 15litres acre,Andhra Pradesh,9999,Krishna,2009,6,3,0,9999,Rabi,9999
asked about control for weeds recommended to spray butachlor 15-2litres acre,Andhra Pradesh,9999,Krishna,2009,6,3,0,9999,Rabi,9999
asked about weed control in sweet potato suggested to spray pendimethalin1lit in 200lit of water,Andhra Pradesh,Sweet Potato,Krishna,2009,6,4,0,21,Jayad,Horticulture
asked about control for stomach pain in cattle esc to ah,Andhra Pradesh,9999,Krishna,2009,6,4,0,9999,Jayad,9999
asked about varieites recommended to choose lam varieties,Andhra Pradesh,9999,Krishna,2009,6,4,0,9999,Jayad,9999
asked information regarding sri cultivation of paddy provided all the required information needed and also asked him to contact their co-ordinator,Andhra Pradesh,9999,Krishna,2009,6,4,0,9999,Jayad,9999
asked about the control of weeds recommended to spray pendimithalin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,6,4,0,9999,Jayad,9999
asked about the information on poultry esc to ah,Andhra Pradesh,9999,Krishna,2009,6,5,0,9999,Jayad,9999
asked about the bpt varities in paddy given the bpt varities which are required for the farmer,Andhra Pradesh,9999,Krishna,2009,6,5,0,9999,Jayad,9999
asked about the weedicide recommended to spray pendimithalin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,6,8,0,9999,Jayad,9999
asked about the different types of grases grown in rainy season recommended grass types are anjanmarvelrhodesspearsateria,Andhra Pradesh,9999,Krishna,2009,6,8,0,9999,Jayad,9999
asked about the subsidy prvided for the cultivation of bitter guard esc to coh,Andhra Pradesh,9999,Krishna,2009,6,8,0,9999,Jayad,9999
asked about the sowing season informed that the sowing season is from december to january,Andhra Pradesh,9999,Krishna,2009,6,9,0,9999,Jayad,9999
asked about varities of red gram recommended varities are prg 100mrg-66,Andhra Pradesh,1037,Krishna,2009,6,9,0,5,Jayad,Agriculture
asked about the problem related to animal husbandary esc to ah,Andhra Pradesh,9999,Krishna,2009,6,9,0,9999,Jayad,9999
asked about the bpt varities in paddy given the required information,Andhra Pradesh,9999,Krishna,2009,6,9,0,9999,Jayad,9999
asked about varieties of rice recommended varieties are mtu-9993maruterusannalu,Andhra Pradesh,1137,Krishna,2009,6,10,0,5,Jayad,Agriculture
asked about seed treatment recommended to treat the rhizomes with redomyl 3grlitre,Andhra Pradesh,9999,Krishna,2009,6,10,0,9999,Jayad,9999
asked about the weedicide recommended to spra6y pendimithalin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,6,10,0,9999,Jayad,9999
asked about varities recommended varities are ir-64,Andhra Pradesh,9999,Krishna,2009,6,11,0,9999,Jayad,9999
asked about weed control recommended to spray benthiocorp 15-2 litresacre,Andhra Pradesh,9999,Krishna,2009,6,11,0,9999,Jayad,9999
asked about control for weeds recommended to spray benthioorp 15-2 litresacre,Andhra Pradesh,9999,Krishna,2009,6,12,0,9999,Jayad,9999
asked about the control of weeds recommended weedicide is benthiocarp 15 ltracre,Andhra Pradesh,9999,Krishna,2009,6,12,0,9999,Jayad,9999
asked about varieties of rice recommended varities are improved sonamasoorivarities are suitable for sowing,Andhra Pradesh,1137,Krishna,2009,6,15,0,5,Jayad,Agriculture
asked about the control of weeds recommended to spray atrazin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,6,15,0,9999,Jayad,9999
asked about varieties recommended to choose improved sonamasoori or bpt varieties,Andhra Pradesh,9999,Krishna,2009,6,15,0,9999,Jayad,9999
asked about the fertilizer application for the mango plants of 20 years age recommended for the application of 2kg urea6kg ssp15kg mop per plant in february or march,Andhra Pradesh,1268,Krishna,2009,6,15,0,Fertilizer Use And Availability,Jayad,Horticulture
asked the phone number of daattc given the daattc phone number,Andhra Pradesh,Ber,Krishna,2009,6,15,0,29,Jayad,Horticulture
asked about varities of jowar recommended varities are csh varities are suitable for sowing,Andhra Pradesh,2051,Krishna,2009,6,16,0,5,Jayad,Agriculture
asked about the control of sucking pests recommended for the application of dimithoate 2mlltr,Andhra Pradesh,9999,Krishna,2009,6,16,0,9999,Jayad,9999
asked about varitie recommended varitie is sindhu,Andhra Pradesh,9999,Krishna,2009,6,17,0,9999,Jayad,9999
asked about the seed treatment in paddy recommended to treat with carbendazine25gkg seed,Andhra Pradesh,9999,Krishna,2009,6,17,0,9999,Jayad,9999
test call test call,Andhra Pradesh,9999,Krishna,2009,6,17,0,9999,Jayad,9999
asked about the information on cattle shed scientist not available and requested to call back tomorrow,Andhra Pradesh,9999,Krishna,2009,6,17,0,9999,Jayad,9999
asked about varieties recommended to choose lam 305 or 334,Andhra Pradesh,9999,Krishna,2009,6,18,0,9999,Jayad,9999
asked about weed control in rice recommended to spray benthiocarb125mlin 25kg sand mix them and spray on the ground,Andhra Pradesh,1137,Krishna,2009,6,18,0,21,Jayad,Agriculture
asked about varities of tomato recommended varities are marutham pusa early dwarfpusa rubi are suitable,Andhra Pradesh,Tomato,Krishna,2009,6,19,0,5,Jayad,Horticulture
asked about the control of weeds recopmmended to spray pendimithalin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,6,20,0,9999,Jayad,9999
asked infor mation regarding poultry esp to animalhusbendary,Andhra Pradesh,9999,Krishna,2009,6,20,0,9999,Jayad,9999
asked about varities of rice recommended varities are improved sonamasoori are suitable,Andhra Pradesh,1137,Krishna,2009,6,20,0,5,Jayad,Agriculture
asked about varities of maize recommended varities are thrishulatha dhm varities are suitable,Andhra Pradesh,1075,Krishna,2009,6,20,0,5,Jayad,Agriculture
asked about the weather report given the weather report,Andhra Pradesh,9999,Krishna,2009,6,21,0,9999,Jayad,9999
asked about varities of maize recommended varities are thrishulathadhm varities are suitable,Andhra Pradesh,1075,Krishna,2009,6,22,0,5,Jayad,Agriculture
asked about fertilizer application recommended to apply 12kgs n 16kgs p 20kgs k,Andhra Pradesh,9999,Krishna,2009,6,22,0,9999,Jayad,9999
asked about varieites recommended to choose mtu varieities,Andhra Pradesh,9999,Krishna,2009,6,22,0,9999,Jayad,9999
asked about fertilizer application recommended to apply 2175gr urea 6250gr ssp 1670gr mop,Andhra Pradesh,9999,Krishna,2009,6,23,0,9999,Jayad,9999
asked about zn deficiency recommended to apply 20kgsacre znso4,Andhra Pradesh,9999,Krishna,2009,6,23,0,9999,Jayad,9999
asked about market information as for the data information is provided,Andhra Pradesh,9999,Krishna,2009,6,23,0,9999,Jayad,9999
asked about control for virus recommended to spray rogur 2mllt,Andhra Pradesh,9999,Krishna,2009,6,23,0,9999,Jayad,9999
asked about the control of weeds recommended for tyhe application of atrazin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,6,24,0,9999,Jayad,9999
asked about the charecteristics of nlr-145 paddy variety given the properties of nlr-145,Andhra Pradesh,9999,Krishna,2009,6,26,0,9999,Jayad,9999
asked about the control of flower dropping recommended to apply potash at required quantity and to spray blitax3glit of water,Andhra Pradesh,9999,Krishna,2009,6,26,0,9999,Jayad,9999
asked about control for weed recommended to spray atrazine 15mllt,Andhra Pradesh,9999,Krishna,2009,6,27,0,9999,Jayad,9999
asked about seed treatment recommended to treat the seed with carbendazim 25gr per kg seed,Andhra Pradesh,9999,Krishna,2009,6,27,0,9999,Jayad,9999
asked about seed treatment of rice treat the seeds with mancozeb 4gmkg seed,Andhra Pradesh,1137,Krishna,2009,6,27,0,1,Jayad,Agriculture
asked about the control of weeds recommended to spray atrazin 500 gmacre,Andhra Pradesh,9999,Krishna,2009,6,29,0,9999,Jayad,9999
asked about the crop period of mtu-1001 informed that it is 120-140 days,Andhra Pradesh,9999,Krishna,2009,6,29,0,9999,Jayad,9999
asked about the control of thrips recommended for the application of acephate 15 gmltr,Andhra Pradesh,9999,Krishna,2009,6,29,0,9999,Jayad,9999
asked about control for wilting recommended to spray blitox 3grlitre,Andhra Pradesh,9999,Krishna,2009,6,30,0,9999,Jayad,9999
asked weather data answer given as per data,Andhra Pradesh,9999,Krishna,2009,6,30,0,9999,Jayad,9999
asked about fertilizer application recommended to apply 50kgs urea after sowing,Andhra Pradesh,9999,Krishna,2009,6,30,0,9999,Jayad,9999
asked about weather data answer given as per data,Andhra Pradesh,9999,Krishna,2009,7,1,0,9999,Jayad,9999
asked about seed treatment in rice seed treatment with carbondazim 25gmkg seed,Andhra Pradesh,1137,Krishna,2009,7,2,0,5,Jayad,Agriculture
asked about the varities in chrysanthimum suggested to grow co-1yellowgoldbasanti,Andhra Pradesh,9999,Krishna,2009,7,2,0,9999,Jayad,9999
asked about control of weeds in paddy recommended to spray butachlore 5 4kg granules and 24-d ethyl ester 5 4kg mixed in 20kg sand and spray,Andhra Pradesh,9999,Krishna,2009,7,2,0,9999,Jayad,9999
asked about market information of greengram given as per data,Andhra Pradesh,1037,Krishna,2009,7,3,0,6,Jayad,Agriculture
asked about the information on sri cultivation that includes seed ratenurserybed perparationfertiliser application given the required information to the farmer,Andhra Pradesh,9999,Krishna,2009,7,3,0,9999,Jayad,9999
asked about varieties recommended to choose palnadu or prg-100 or 158,Andhra Pradesh,9999,Krishna,2009,7,4,0,9999,Jayad,9999
asked about the control of anthracnose suggested to spray copper oxi chloride3glit of water,Andhra Pradesh,9999,Krishna,2009,7,4,0,9999,Jayad,9999
asked about the control of weedicide recommended for the application of benthiocarp 15 ltracre,Andhra Pradesh,9999,Krishna,2009,7,4,0,9999,Jayad,9999
asked about the weather informed as per tje reports provided,Andhra Pradesh,9999,Krishna,2009,7,4,0,9999,Jayad,9999
asked about control for weeds recommended to spray pendimethaline 13-16 litresacre,Andhra Pradesh,9999,Krishna,2009,7,6,0,9999,Jayad,9999
asked about control for weeds recommended to spray pendimethalin 15litacre,Andhra Pradesh,9999,Krishna,2009,7,6,0,9999,Jayad,9999
asked about ccontrol for weeds recommended to spray pendimethalin 13-16litacre,Andhra Pradesh,9999,Krishna,2009,7,6,0,9999,Jayad,9999
asked about control forweeds recommended to spray benthiocarp 1litacre,Andhra Pradesh,9999,Krishna,2009,7,6,0,9999,Jayad,9999
asked about the varities available in berseem suggested to grow moskaviberseem-23and vardhan,Andhra Pradesh,Ber,Krishna,2009,7,6,0,5,Jayad,Horticulture
asked about market information of sesamum answer given as per data,Andhra Pradesh,Oil Palm,Krishna,2009,7,6,0,6,Jayad,Agriculture
asked about control for weeds recommended to spray pendimethalin 13-16litacre,Andhra Pradesh,9999,Krishna,2009,7,7,0,9999,Jayad,9999
asked about emu birds esc to ah,Andhra Pradesh,9999,Krishna,2009,7,7,0,9999,Jayad,9999
asked about information on vaccination on emu birds esc to ah,Andhra Pradesh,9999,Krishna,2009,7,7,0,9999,Jayad,9999
asked about the control of rats recommended toapply bromodiolone paddyhuskoil 10 gm burrow,Andhra Pradesh,9999,Krishna,2009,7,7,0,9999,Jayad,9999
asked about the control of weeds recommended to spray pendimithalin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,7,7,0,9999,Jayad,9999
asked about control for gallmidge damage recommended to apply carbofuron granules 10kgsacre,Andhra Pradesh,9999,Krishna,2009,7,8,0,9999,Jayad,9999
asked about control of weeds in paddy recommended to spray butachlore 1ltin 200lt water,Andhra Pradesh,9999,Krishna,2009,7,8,0,9999,Jayad,9999
asked about control for weeds recommendend to spray butachlor 15-20 litresacre or cyhalopop butyle 400ml200 litres,Andhra Pradesh,9999,Krishna,2009,7,8,0,9999,Jayad,9999
asked about control for sucking pests damage recommended to spray profenophos 2mllitre,Andhra Pradesh,9999,Krishna,2009,7,8,0,9999,Jayad,9999
asked about the control of zinc defeciency recommended to spray zinc sulphate 2 gmltr,Andhra Pradesh,9999,Krishna,2009,7,9,0,9999,Jayad,9999
asked about the control of rats recommended to apply bromodiolone paddy husk oil near the burrows,Andhra Pradesh,9999,Krishna,2009,7,10,0,9999,Jayad,9999
asked about the weedicide recommended to spray metalochlore 15 ltracre,Andhra Pradesh,9999,Krishna,2009,7,10,0,9999,Jayad,9999
asked about the vareties recommended varieties are palnadumaruthiprg-158abhaya,Andhra Pradesh,9999,Krishna,2009,7,10,0,9999,Jayad,9999
asked about the control of weeds recommended to spray pendimithalin 15ltracre,Andhra Pradesh,9999,Krishna,2009,7,10,0,9999,Jayad,9999
asked about crop insurence esc to coa,Andhra Pradesh,9999,Krishna,2009,7,10,0,9999,Jayad,9999
asked about control for weeds recommended to spray benthiocorp 15litresacre,Andhra Pradesh,9999,Krishna,2009,7,10,0,9999,Jayad,9999
asked about the information on fodder crops given the required information on fodder crops,Andhra Pradesh,9999,Krishna,2009,7,11,0,9999,Jayad,9999
asked about the information on mushrooms esc to atic,Andhra Pradesh,9999,Krishna,2009,7,11,0,9999,Jayad,9999
asked about control of rice blast recommended to spray tricyclozole 06 gmlt,Andhra Pradesh,1137,Krishna,2009,7,11,0,2,Jayad,Agriculture
asked about control for weeds recmmended to spray benthiocarp 15-2litacre,Andhra Pradesh,9999,Krishna,2009,7,12,0,9999,Jayad,9999
asked about the control of weeds recommended to spray pendimithalin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,7,13,0,9999,Jayad,9999
asked about control for weeds recommended to spray butachlore 15-2 lit200 lit wateracre,Andhra Pradesh,9999,Krishna,2009,7,13,0,9999,Jayad,9999
asked about control of rice blast recommended to spray tricyclozole 06gmlt,Andhra Pradesh,1137,Krishna,2009,7,13,0,2,Jayad,Agriculture
asked about control for hispa damage recommended to spray chlorpytripos 25mllitre,Andhra Pradesh,9999,Krishna,2009,7,14,0,9999,Jayad,9999
asked about the control of weeds recommended forthe application of pendimithalin 15 ltracre,Andhra Pradesh,9999,Krishna,2009,7,15,0,9999,Jayad,9999
asked about the weed control recommended to spray butachlor 2litacre to be mixed in 200 lit of water,Andhra Pradesh,9999,Krishna,2009,7,15,0,9999,Jayad,9999
asked about the weed control recommended to spray alachlor 50 10 litacre,Andhra Pradesh,9999,Krishna,2009,7,15,0,9999,Jayad,9999
asked about control for thrips recommended to spray phasalone 3mllit,Andhra Pradesh,9999,Krishna,2009,7,15,0,9999,Jayad,9999
asked about weather condition answer given as per data,Andhra Pradesh,9999,Krishna,2009,7,16,0,9999,Jayad,9999
asked about control for mite damage recommended to spray dicophol 5mllitre,Andhra Pradesh,9999,Krishna,2009,7,17,0,9999,Jayad,9999
asked about control for fe deficiency recommended to spray 20gr annabedi 2gr limesalt per litre,Andhra Pradesh,9999,Krishna,2009,7,17,0,9999,Jayad,9999
asked about weed control in paddy recommended to spray butachlore 1lt200lt water,Andhra Pradesh,9999,Krishna,2009,7,17,0,9999,Jayad,9999
asked about the control of weeds recommended to spray atratap 800gacre to be mixed in 240 lit of water,Andhra Pradesh,9999,Krishna,2009,7,17,0,9999,Jayad,9999
asked about control for weeds recommended to spray paraquate 200litacre,Andhra Pradesh,9999,Krishna,2009,7,17,0,9999,Jayad,9999
asked about the seed treatment recommended to treat the seed with capton 3gkg seed,Andhra Pradesh,9999,Krishna,2009,7,18,0,9999,Jayad,9999
asked about the weed control recommended to spray paraquat 24 10 litacre to be mixed in 200 lit of water,Andhra Pradesh,9999,Krishna,2009,7,18,0,9999,Jayad,9999
asked about the control of tikkaleaf spot recommended to spray hexaconazole 400mlacre or carbendazine 200gacre,Andhra Pradesh,9999,Krishna,2009,7,18,0,9999,Jayad,9999
asked about control for stem borer recommended to spray captophydrochloride 2gmlit,Andhra Pradesh,9999,Krishna,2009,7,18,0,9999,Jayad,9999
asked about weather data answer given as per data,Andhra Pradesh,9999,Krishna,2009,7,19,0,9999,Jayad,9999
asked about fertilizer dosage in paddy recommended to apply n-24p-16k-16kgacre,Andhra Pradesh,9999,Krishna,2009,7,20,0,9999,Jayad,9999
asked about the sowing season informed that it tis from june 15-july 15,Andhra Pradesh,9999,Krishna,2009,7,21,0,9999,Jayad,9999
asked about the control of iron defeciency recommended for the application of 10 gm annabedhi 2 gm limesalt per ltr water,Andhra Pradesh,9999,Krishna,2009,7,21,0,9999,Jayad,9999
asked about control for gallmidge damage recommended to spray carbofuron granules 10kgs per acre,Andhra Pradesh,9999,Krishna,2009,7,21,0,9999,Jayad,9999
asked about the control rice blast recommended to spray tricyclozole 06 gmltr,Andhra Pradesh,1137,Krishna,2009,7,22,0,2,Jayad,Agriculture
asked about the control of weeds recommended to spray atrazin 800 gmacre,Andhra Pradesh,9999,Krishna,2009,7,22,0,9999,Jayad,9999
asked about the control of blast recommended to spray tricyclozole 06glit of water,Andhra Pradesh,9999,Krishna,2009,7,22,0,9999,Jayad,9999
asked about control for sheath blight recommended to spray prapiconazole 1mllit,Andhra Pradesh,9999,Krishna,2009,7,22,0,9999,Jayad,9999
asked about control for stem borer recommended to spray paspomidon 1mllit,Andhra Pradesh,9999,Krishna,2009,7,22,0,9999,Jayad,9999
asked about control for bph recommended to spray carbaryl 3gmlit,Andhra Pradesh,9999,Krishna,2009,7,22,0,9999,Jayad,9999
asked about control for leaf folder recommended to spray acephate 15gmlit,Andhra Pradesh,9999,Krishna,2009,7,22,0,9999,Jayad,9999
asked about control for wilting recommended to spray blitox 3grlitre,Andhra Pradesh,9999,Krishna,2009,7,23,0,9999,Jayad,9999
asked about control of weeds in capscicum recommended to spray pendimithalin 1lacre,Andhra Pradesh,9999,Krishna,2009,7,23,0,9999,Jayad,9999
